Gene,Antibody id,Cell line,Location,Label,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id,ID,Url,Single-cell variation
ENSG00000213853,HPA014711,U-251 MG,nucleoplasm,0,EMP2,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,121_C8_2,121_C8_1;121_C8_2,True
ENSG00000213923,CAB009626,U-2 OS,nucleoplasm;cytosol,0;16,CSNK1E,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,931_G6_1,931_G6_1;931_G6_2,True
ENSG00000213923,CAB009626,U-2 OS,nucleoplasm;cytosol,0;16,CSNK1E,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,931_G6_2,931_G6_1;931_G6_2,True
ENSG00000213965,HPA042761,SiHa,nucleoplasm;nucleoli;cytosol,0;2;16,NUDT19,Uncertain,Cytosol;Nucleoli;Nucleoplasm,,,,,,Cytosol;Nucleoli;Nucleoplasm,Nucleoli,Nucleoplasm;Cytosol,,cytosol;nucleoli;nucleoplasm,1509_D3_1,1509_D3_1;1509_D3_2,True
ENSG00000213965,HPA042761,SiHa,nucleoplasm;nucleoli;cytosol,0;2;16,NUDT19,Uncertain,Cytosol;Nucleoli;Nucleoplasm,,,,,,Cytosol;Nucleoli;Nucleoplasm,Nucleoli,Nucleoplasm;Cytosol,,cytosol;nucleoli;nucleoplasm,1509_D3_2,1509_D3_1;1509_D3_2,True
ENSG00000214114,HPA078331,U-2 OS,mitochondria,14,MYCBP,Approved,Nucleoplasm,Mitochondria,,,,Mitochondria;Nucleoplasm,,Mitochondria,,Mitochondria (correlation),mitochondria;nucleoplasm,1674_F2_4,1674_F2_4;1674_F2_6,True
ENSG00000214114,HPA078331,U-2 OS,mitochondria,14,MYCBP,Approved,Nucleoplasm,Mitochondria,,,,Mitochondria;Nucleoplasm,,Mitochondria,,Mitochondria (correlation),mitochondria;nucleoplasm,1674_F2_6,1674_F2_4;1674_F2_6,True
ENSG00000214212,HPA055027,A-431,cytosol,16,C19orf38,Uncertain,Cytosol,Golgi apparatus;Plasma membrane,,,,,Cytosol;Golgi apparatus;Plasma membrane,Cytosol,,,cytosol;golgi apparatus;plasma membrane,1365_H9_3,1365_H9_3;1365_H9_9,True
ENSG00000214212,HPA055027,A-431,cytosol,16,C19orf38,Uncertain,Cytosol,Golgi apparatus;Plasma membrane,,,,,Cytosol;Golgi apparatus;Plasma membrane,Cytosol,,,cytosol;golgi apparatus;plasma membrane,1365_H9_9,1365_H9_3;1365_H9_9,True
ENSG00000214456,HPA077050,SH-SY5Y,vesicles;lipid droplets,17,PLIN5,Supported,Lipid droplets;Vesicles,,,,Lipid droplets;Vesicles,,,Vesicles;Lipid droplets,,,vesicles,1792_H1_3,1792_H1_3;1792_H1_4,True
ENSG00000214456,HPA077050,SH-SY5Y,vesicles;lipid droplets,17,PLIN5,Supported,Lipid droplets;Vesicles,,,,Lipid droplets;Vesicles,,,Vesicles;Lipid droplets,,,vesicles,1792_H1_4,1792_H1_3;1792_H1_4,True
ENSG00000214517,CAB004541,U-2 OS,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,662_E12_1,662_E12_1;662_E12_2,True
ENSG00000214517,CAB004541,U-2 OS,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,662_E12_2,662_E12_1;662_E12_2,True
ENSG00000214517,CAB004541,A-431,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,670_E12_1,670_E12_1;670_E12_2,True
ENSG00000214517,CAB004541,A-431,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,670_E12_2,670_E12_1;670_E12_2,True
ENSG00000214517,HPA064396,RH-30,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,1152_H8_1,1152_H8_1;1152_H8_3,True
ENSG00000214517,HPA064396,RH-30,nucleoplasm,0,PPME1,Supported,Nucleoplasm,Nuclear bodies,,,Nucleoplasm,Nuclear bodies,,Nucleoplasm,,,nucleoplasm,1152_H8_3,1152_H8_1;1152_H8_3,True
ENSG00000214530,HPA026661,U-2 OS,cytosol,16,STARD10,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,1865_E6_3,1865_E6_3;1865_E6_7,True
ENSG00000214530,HPA026661,U-2 OS,cytosol,16,STARD10,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,1865_E6_7,1865_E6_3;1865_E6_7,True
ENSG00000214575,HPA040396,U-2 OS,nucleoplasm;cytosol,0;16,CPEB1,Supported,Cytosol;Nucleoplasm,,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1650_G8_42,1650_G8_42_cr57eb8482cdfde;1650_G8_48_cr57eb848aeab8a,True
ENSG00000214575,HPA040396,U-2 OS,nucleoplasm;cytosol,0;16,CPEB1,Supported,Cytosol;Nucleoplasm,,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1650_G8_48,1650_G8_42_cr57eb8482cdfde;1650_G8_48_cr57eb848aeab8a,True
ENSG00000215018,HPA043844,A-431,nucleoplasm;cytosol,0;16,COL28A1,Approved,Cytosol;Nucleoplasm,,Predicted to be secreted,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,1703_E4_3,1703_E4_3;1703_E4_5,True
ENSG00000215018,HPA043844,A-431,nucleoplasm;cytosol,0;16,COL28A1,Approved,Cytosol;Nucleoplasm,,Predicted to be secreted,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,1703_E4_5,1703_E4_3;1703_E4_5,True
ENSG00000215114,HPA045278,U-2 OS,nucleoplasm,0,UBXN2B,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,575_G1_1,575_G1_1;575_G1_3,True
ENSG00000215114,HPA045278,U-2 OS,nucleoplasm,0,UBXN2B,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,575_G1_3,575_G1_1;575_G1_3,True
ENSG00000215183,HPA055174,PC-3,vesicles;cytosol,16;17,MSMP,Supported,Vesicles,Cytosol,Predicted to be secreted,,Vesicles,Cytosol,,Vesicles;Cytosol,,,cytosol;vesicles,883_E5_1,883_E5_1;883_E5_2,True
ENSG00000215183,HPA055174,PC-3,vesicles;cytosol,16;17,MSMP,Supported,Vesicles,Cytosol,Predicted to be secreted,,Vesicles,Cytosol,,Vesicles;Cytosol,,,cytosol;vesicles,883_E5_2,883_E5_1;883_E5_2,True
ENSG00000215186,HPA072134,U-2 OS,nucleoplasm;centrosome,0;12,GOLGA6B,Approved,Vesicles,Centrosome;Nucleoplasm,,,,Centrosome;Nucleoplasm;Vesicles,,Centrosome,,,centrosome;nucleoplasm;vesicles,1980_F5_1,1980_F5_1;1980_F5_3,True
ENSG00000215186,HPA072134,U-2 OS,nucleoplasm;centrosome,0;12,GOLGA6B,Approved,Vesicles,Centrosome;Nucleoplasm,,,,Centrosome;Nucleoplasm;Vesicles,,Centrosome,,,centrosome;nucleoplasm;vesicles,1980_F5_3,1980_F5_1;1980_F5_3,True
ENSG00000215252,HPA051808,HeLa,golgi apparatus,7,GOLGA8B,Approved,Golgi apparatus,Cytosol,,,,Cytosol;Golgi apparatus,,Golgi apparatus,,,cytosol;golgi apparatus,787_G4_1,787_G4_1;787_G4_2,True
ENSG00000215252,HPA051808,HeLa,golgi apparatus,7,GOLGA8B,Approved,Golgi apparatus,Cytosol,,,,Cytosol;Golgi apparatus,,Golgi apparatus,,,cytosol;golgi apparatus,787_G4_2,787_G4_1;787_G4_2,True
ENSG00000215301,HPA005631,U-2 OS,nucleoplasm;cytosol,0;16,DDX3X,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,,Nucleoplasm;Cytosol,,cytosol;nucleoplasm,23_B12_1,23_B12_1;23_B12_2,True
ENSG00000215301,HPA005631,U-2 OS,nucleoplasm;cytosol,0;16,DDX3X,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,,Nucleoplasm;Cytosol,,cytosol;nucleoplasm,23_B12_2,23_B12_1;23_B12_2,True
ENSG00000216937,HPA075536,SK-MEL-30,nucleoli;mitotic spindle,2;11,CCDC7,Approved,Nucleoli,Cytosol;Mitotic spindle,,,,Cytosol;Mitotic spindle;Nucleoli,,Mitotic spindle,,Mitotic spindle (biological definition),cytosol;mitotic spindle;nucleoli,1758_C9_4,1758_C9_4;1758_C9_5,True
ENSG00000216937,HPA075536,SK-MEL-30,nucleoli;mitotic spindle,2;11,CCDC7,Approved,Nucleoli,Cytosol;Mitotic spindle,,,,Cytosol;Mitotic spindle;Nucleoli,,Mitotic spindle,,Mitotic spindle (biological definition),cytosol;mitotic spindle;nucleoli,1758_C9_5,1758_C9_4;1758_C9_5,True
ENSG00000221818,HPA003954,HEK 293,nucleoplasm;nuclear bodies,0;5,EBF2,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1909_B1_3,1909_B1_3;1909_B1_6,True
ENSG00000221818,HPA003954,HEK 293,nucleoplasm;nuclear bodies,0;5,EBF2,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1909_B1_6,1909_B1_3;1909_B1_6,True
ENSG00000221818,HPA055101,U-2 OS,nucleoplasm,0,EBF2,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1358_C4_1,1358_C4_1;1358_C4_4,True
ENSG00000221818,HPA055101,U-2 OS,nucleoplasm,0,EBF2,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1358_C4_4,1358_C4_1;1358_C4_4,True
ENSG00000221823,HPA047157,U-2 OS,plasma membrane,13,PPP3R1,Approved,Cytosol;Plasma membrane,,,,,Cytosol;Plasma membrane,,Plasma membrane,,,cytosol;plasma membrane,776_D7_1,776_D7_1;776_D7_2,True
ENSG00000221823,HPA047157,U-2 OS,plasma membrane,13,PPP3R1,Approved,Cytosol;Plasma membrane,,,,,Cytosol;Plasma membrane,,Plasma membrane,,,cytosol;plasma membrane,776_D7_2,776_D7_1;776_D7_2,True
ENSG00000221843,HPA056962,SiHa,nucleoplasm;nuclear bodies,0;5,C2orf16,Approved,Nuclear bodies,Nucleoplasm,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1335_G1_2,1335_G1_2;1335_G1_4,True
ENSG00000221843,HPA056962,SiHa,nucleoplasm;nuclear bodies,0;5,C2orf16,Approved,Nuclear bodies,Nucleoplasm,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1335_G1_4,1335_G1_2;1335_G1_4,True
ENSG00000221869,HPA067581,SiHa,nucleoplasm,0,CEBPD,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1339_A5_2,1339_A5_2;1339_A5_3,True
ENSG00000221869,HPA067581,SiHa,nucleoplasm,0,CEBPD,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1339_A5_3,1339_A5_2;1339_A5_3,True
ENSG00000221914,HPA042122,A-431,cytosol,16,PPP2R2A,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,540_F5_1,540_F5_1;540_F5_9,True
ENSG00000221914,HPA042122,A-431,cytosol,16,PPP2R2A,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,540_F5_9,540_F5_1;540_F5_9,True
ENSG00000221916,HPA062719,A549,nucleoplasm;cytosol,0;16,C19orf73,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,1584_C7_3,1584_C7_3;1584_C7_5,True
ENSG00000221916,HPA062719,A549,nucleoplasm;cytosol,0;16,C19orf73,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,1584_C7_5,1584_C7_3;1584_C7_5,True
ENSG00000225830,HPA071297,SiHa,nuclear bodies,5,ERCC6,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1611_B7_2,1611_B7_2;1611_B7_6,True
ENSG00000225830,HPA071297,SiHa,nuclear bodies,5,ERCC6,Approved,Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,nucleoplasm,1611_B7_6,1611_B7_2;1611_B7_6,True
ENSG00000226784,HPA060483,U-2 OS,nucleoplasm,0,PGAM4,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,1018_G12_6,1018_G12_6;1018_G12_13,True
ENSG00000226784,HPA060483,U-2 OS,nucleoplasm,0,PGAM4,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,1018_G12_13,1018_G12_6;1018_G12_13,True
ENSG00000226784,HPA060483,PC-3,nucleoplasm,0,PGAM4,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,1218_G12_1,1218_G12_1;1218_G12_2,True
ENSG00000226784,HPA060483,PC-3,nucleoplasm,0,PGAM4,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,1218_G12_2,1218_G12_1;1218_G12_2,True
ENSG00000227471,HPA073633,A549,plasma membrane;cytosol,13;16,AKR1B15,Supported,Cytosol,Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol,,,cytosol;plasma membrane,1476_B2_5,1476_B2_5;1476_B2_6,True
ENSG00000227471,HPA073633,A549,plasma membrane;cytosol,13;16,AKR1B15,Supported,Cytosol,Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol,,,cytosol;plasma membrane,1476_B2_6,1476_B2_5;1476_B2_6,True
ENSG00000227729,HPA067971,HEK 293,cell junctions,13,RD3L,Approved,Cell Junctions,,,,,Cell Junctions,,Cell junctions,,,plasma membrane,1947_A4_1,1947_A4_1;1947_A4_3,True
ENSG00000227729,HPA067971,HEK 293,cell junctions,13,RD3L,Approved,Cell Junctions,,,,,Cell Junctions,,Cell junctions,,,plasma membrane,1947_A4_3,1947_A4_1;1947_A4_3,True
ENSG00000228836,HPA044735,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1354_A6_1,1354_A6_1;1354_A6_4,True
ENSG00000228836,HPA044735,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1354_A6_4,1354_A6_1;1354_A6_4,True
ENSG00000228836,HPA046872,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,573_E10_3,573_E10_3;573_E10_4,True
ENSG00000228836,HPA046872,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,573_E10_4,573_E10_3;573_E10_4,True
ENSG00000228836,HPA046987,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1354_A1_2,1354_A1_2;1354_A1_5,True
ENSG00000228836,HPA046987,U-2 OS,nucleoplasm;nucleoli,0;2,CT45A5,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1354_A1_5,1354_A1_2;1354_A1_5,True
ENSG00000230667,HPA063683,SiHa,nucleoplasm,0,SETSIP,Supported,Nucleoplasm,Lipid droplets,,,Lipid droplets;Nucleoplasm,,,Nucleoplasm,,,nucleoplasm;vesicles,1178_E10_1,1178_E10_1;1178_E10_3,True
ENSG00000230667,HPA063683,SiHa,nucleoplasm,0,SETSIP,Supported,Nucleoplasm,Lipid droplets,,,Lipid droplets;Nucleoplasm,,,Nucleoplasm,,,nucleoplasm;vesicles,1178_E10_3,1178_E10_1;1178_E10_3,True
ENSG00000233927,HPA047132,U-2 OS,cytosol,16,RPS28,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,619_H10_3,619_H10_3;619_H10_4,True
ENSG00000233927,HPA047132,U-2 OS,cytosol,16,RPS28,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,619_H10_4,619_H10_3;619_H10_4,True
ENSG00000233927,HPA047132,A-431,cytosol,16,RPS28,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,622_H10_5,622_H10_5;622_H10_6,True
ENSG00000233927,HPA047132,A-431,cytosol,16,RPS28,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,622_H10_6,622_H10_5;622_H10_6,True
ENSG00000234545,HPA066175,U-2 OS,nucleoplasm;nucleoli,0;2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,nucleoli;nucleoplasm,1478_A12_1,1478_A12_1;1478_A12_3,True
ENSG00000234545,HPA066175,U-2 OS,nucleoplasm;nucleoli,0;2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,nucleoli;nucleoplasm,1478_A12_3,1478_A12_1;1478_A12_3,True
ENSG00000234545,HPA066175,HEK 293,nucleoli,2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,Nucleoli,,,nucleoli;nucleoplasm,1469_A12_4,1469_A12_4;1469_A12_8,True
ENSG00000234545,HPA066175,HEK 293,nucleoli,2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,Nucleoli,,,nucleoli;nucleoplasm,1469_A12_8,1469_A12_4;1469_A12_8,True
ENSG00000234545,HPA069513,U-2 OS,nucleoplasm;nucleoli,0;2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,,Nucleoplasm;Nucleoli,,nucleoli;nucleoplasm,1354_B10_5,1354_B10_5;1354_B10_6,True
ENSG00000234545,HPA069513,U-2 OS,nucleoplasm;nucleoli,0;2,FAM133B,Enhanced,Nucleoli,Nucleoplasm,,Nucleoli;Nucleoplasm,,,,,Nucleoplasm;Nucleoli,,nucleoli;nucleoplasm,1354_B10_6,1354_B10_5;1354_B10_6,True
ENSG00000234616,HPA052675,U-2 OS,nucleoplasm;nucleoli,0;2,JRK,Approved,Nucleoli;Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoli;Nucleoplasm,,Nucleoli,,,nucleoli;nucleoplasm,1496_D1_3,1496_D1_3;1496_D1_4,True
ENSG00000234616,HPA052675,U-2 OS,nucleoplasm;nucleoli,0;2,JRK,Approved,Nucleoli;Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoli;Nucleoplasm,,Nucleoli,,,nucleoli;nucleoplasm,1496_D1_4,1496_D1_3;1496_D1_4,True
ENSG00000234616,HPA052675,SiHa,nucleoplasm;nucleoli;nuclear bodies,0;2;5,JRK,Approved,Nucleoli;Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoli;Nucleoplasm,,Nucleoli;Nuclear bodies,,,nucleoli;nucleoplasm,1486_D1_2,1486_D1_2;1486_D1_3,True
ENSG00000234616,HPA052675,SiHa,nucleoplasm;nucleoli;nuclear bodies,0;2;5,JRK,Approved,Nucleoli;Nucleoplasm,Nuclear bodies,,,,Nuclear bodies;Nucleoli;Nucleoplasm,,Nucleoli;Nuclear bodies,,,nucleoli;nucleoplasm,1486_D1_3,1486_D1_2;1486_D1_3,True
ENSG00000236104,HPA043848,U-251 MG,nucleoplasm,0,ZBTB22,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,545_A4_1,545_A4_1;545_A4_2,True
ENSG00000236104,HPA043848,U-251 MG,nucleoplasm,0,ZBTB22,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,545_A4_2,545_A4_1;545_A4_2,True
ENSG00000239474,HPA021753,A-431,nucleoplasm;plasma membrane;cytosol,0;13;16,KLHL41,Supported,Cytosol,Nucleoplasm;Plasma membrane,,,Cytosol,,Nucleoplasm;Plasma membrane,Plasma membrane;Cytosol,,,cytosol;nucleoplasm;plasma membrane,147_C11_1,147_C11_1;147_C11_2,True
ENSG00000239474,HPA021753,A-431,nucleoplasm;plasma membrane;cytosol,0;13;16,KLHL41,Supported,Cytosol,Nucleoplasm;Plasma membrane,,,Cytosol,,Nucleoplasm;Plasma membrane,Plasma membrane;Cytosol,,,cytosol;nucleoplasm;plasma membrane,147_C11_2,147_C11_1;147_C11_2,True
ENSG00000239697,HPA035984,SH-SY5Y,vesicles,17,TNFSF12,Approved,Vesicles,,Predicted to be secreted,,,Vesicles,,Vesicles,,,vesicles,1698_F1_1,1698_F1_1;1698_F1_5,True
ENSG00000239697,HPA035984,SH-SY5Y,vesicles,17,TNFSF12,Approved,Vesicles,,Predicted to be secreted,,,Vesicles,,Vesicles,,,vesicles,1698_F1_5,1698_F1_1;1698_F1_5,True
ENSG00000239713,HPA073637,A-431,nucleoplasm;cytosol,0;16,APOBEC3G,Uncertain,Cytosol;Nucleoplasm,,,,,,Cytosol;Nucleoplasm,,Nucleoplasm;Cytosol,,cytosol;nucleoplasm,1551_H3_1,1551_H3_1;1551_H3_5,True
ENSG00000239713,HPA073637,A-431,nucleoplasm;cytosol,0;16,APOBEC3G,Uncertain,Cytosol;Nucleoplasm,,,,,,Cytosol;Nucleoplasm,,Nucleoplasm;Cytosol,,cytosol;nucleoplasm,1551_H3_5,1551_H3_1;1551_H3_5,True
ENSG00000239779,HPA057067,A549,cytosol,16,WBP1,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,990_A6_6,990_A6_6;990_A6_7,True
ENSG00000239779,HPA057067,A549,cytosol,16,WBP1,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,990_A6_7,990_A6_6;990_A6_7,True
ENSG00000239900,HPA000525,A-431,cytosol,16,ADSL,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,21_F6_1,21_F6_1;21_F6_2,True
ENSG00000239900,HPA000525,A-431,cytosol,16,ADSL,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,21_F6_2,21_F6_1;21_F6_2,True
ENSG00000240764,HPA010580,RH-30,vesicles,17,PCDHGC5,Uncertain,Plasma membrane;Vesicles,Cytosol;Nucleoplasm,,,,Plasma membrane;Vesicles,Cytosol;Nucleoplasm,Vesicles,,,cytosol;nucleoplasm;plasma membrane;vesicles,1610_C1_1,1610_C1_1;1610_C1_2,True
ENSG00000240764,HPA010580,RH-30,vesicles,17,PCDHGC5,Uncertain,Plasma membrane;Vesicles,Cytosol;Nucleoplasm,,,,Plasma membrane;Vesicles,Cytosol;Nucleoplasm,Vesicles,,,cytosol;nucleoplasm;plasma membrane;vesicles,1610_C1_2,1610_C1_1;1610_C1_2,True
ENSG00000240857,HPA056686,U-2 OS,nucleoplasm,0,RDH14,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoplasm,920_A10_2,920_A10_2;920_A10_4,True
ENSG00000240857,HPA056686,U-2 OS,nucleoplasm,0,RDH14,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoplasm,920_A10_4,920_A10_2;920_A10_4,True
ENSG00000240857,HPA056686,A-431,nucleoplasm;cytosol,0;16,RDH14,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,917_A10_2,917_A10_2;917_A10_3,True
ENSG00000240857,HPA056686,A-431,nucleoplasm;cytosol,0;16,RDH14,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,917_A10_3,917_A10_2;917_A10_3,True
ENSG00000240972,HPA003868,U-251 MG,cytosol,16,MIF,Supported,Cytosol,Nucleoplasm,Predicted to be secreted,,Cytosol,,Nucleoplasm,Cytosol,,,cytosol;nucleoplasm,22_D11_1,22_D11_1;22_D11_2,True
ENSG00000240972,HPA003868,U-251 MG,cytosol,16,MIF,Supported,Cytosol,Nucleoplasm,Predicted to be secreted,,Cytosol,,Nucleoplasm,Cytosol,,,cytosol;nucleoplasm,22_D11_2,22_D11_1;22_D11_2,True
ENSG00000241476,HPA045683,U-2 OS,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1397_A4_1,1397_A4_1;1397_A4_3,True
ENSG00000241476,HPA045683,U-2 OS,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1397_A4_3,1397_A4_1;1397_A4_3,True
ENSG00000241476,HPA045683,RH-30,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1402_A4_10,1402_A4_10;1402_A4_11,True
ENSG00000241476,HPA045683,RH-30,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1402_A4_11,1402_A4_10;1402_A4_11,True
ENSG00000241476,HPA045683,PC-3,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1440_H11_2,1440_H11_2;1440_H11_5,True
ENSG00000241476,HPA045683,PC-3,nucleoplasm;nucleoli,0;2,SSX2,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1440_H11_5,1440_H11_2;1440_H11_5,True
